rank	gene	longname	codelen	nnei	nncd	nsil	nmis	nstp	nspl	nind	nnon	npat	nsite	pCV	pCL	pFN	p	q
1313	STX11	syntaxin 11	868	10	0	0	1	0	0	0	1	1	1	1.555574e-01	NaN	NaN	1.555574e-01	1
1314	CBLC	Cas-Br-M (murine) ecotropic retroviral transforming sequence c	1467	83	0	0	3	0	0	0	3	2	3	3.599356e-02	1	8.790000e-01	1.556511e-01	1
1315	TMEM154	transmembrane protein 154	576	80	0	0	1	0	0	0	1	1	1	1.556599e-01	NaN	NaN	1.556599e-01	1
1316	GAS6	growth arrest-specific 6	2093	6	0	0	1	0	0	0	1	1	1	1.558149e-01	NaN	NaN	1.558149e-01	1
1317	FAIM3	Fas apoptotic inhibitory molecule 3	1205	44	0	0	0	1	0	0	1	1	1	1.558526e-01	NaN	NaN	1.558526e-01	1
1318	OR2T1	olfactory receptor, family 2, subfamily T, member 1	1109	6	0	0	1	0	0	0	1	1	1	1.559699e-01	NaN	NaN	1.559699e-01	1
1319	MLX	MAX-like protein X	1752	9	0	0	1	0	0	0	1	1	1	1.559726e-01	NaN	NaN	1.559726e-01	1
1320	PHOX2A	paired-like homeobox 2a	863	16	0	0	1	0	0	0	1	1	1	1.560407e-01	NaN	NaN	1.560407e-01	1
1321	BIRC6	baculoviral IAP repeat-containing 6 (apollon)	14866	8	0	0	0	1	0	0	1	1	1	1.561373e-01	NaN	NaN	1.561373e-01	1
1322	EPOR	erythropoietin receptor	1555	15	0	0	1	0	0	0	1	1	1	1.562470e-01	NaN	NaN	1.562470e-01	1
1323	TMEM169	transmembrane protein 169	1027	33	0	0	1	0	0	0	1	1	1	1.563234e-01	NaN	NaN	1.563234e-01	1
1324	RNF144A	ring finger protein 144A	907	63	0	0	1	0	0	0	1	1	1	1.564739e-01	NaN	NaN	1.564739e-01	1
1325	HABP4	hyaluronan binding protein 4	1270	87	0	0	2	0	0	0	2	2	2	3.624176e-02	1	9.340000e-01	1.564754e-01	1
1326	OR10P1	olfactory receptor, family 10, subfamily P, member 1	941	60	0	0	1	0	0	0	1	1	1	1.565321e-01	NaN	NaN	1.565321e-01	1
1327	MFSD7	major facilitator superfamily domain containing 7	1785	33	0	0	1	0	0	0	1	1	1	1.567184e-01	NaN	NaN	1.567184e-01	1
1328	CDC42EP4	CDC42 effector protein (Rho GTPase binding) 4	1071	66	0	0	1	0	0	0	1	1	1	1.567650e-01	NaN	NaN	1.567650e-01	1
1329	C5orf51	chromosome 5 open reading frame 51	905	12	0	0	1	0	0	1	2	2	2	8.591912e-02	1	4.200000e-01	1.568137e-01	1
1330	HMGB2	high-mobility group box 2	647	66	0	0	1	0	0	0	1	1	1	1.569696e-01	NaN	NaN	1.569696e-01	1
1331	LMX1A	LIM homeobox transcription factor 1, alpha	1181	63	0	0	0	1	0	0	1	1	1	1.574525e-01	NaN	NaN	1.574525e-01	1
1332	DCTN1	dynactin 1 (p150, glued homolog, Drosophila)	3971	1	0	0	0	0	0	1	1	1	1	1.577011e-01	NaN	NaN	1.577011e-01	1
1333	MCM9	minichromosome maintenance complex component 9	1200	18	0	0	1	0	0	0	1	1	1	1.577130e-01	NaN	NaN	1.577130e-01	1
1334	RGS4	regulator of G-protein signaling 4	929	54	0	0	1	0	0	0	1	1	1	1.577519e-01	NaN	NaN	1.577519e-01	1
1335	RAB11FIP1	RAB11 family interacting protein 1 (class I)	3874	26	0	0	2	0	0	0	2	2	2	3.700359e-01	1	8.300000e-02	1.577730e-01	1
1336	MAS1L	MAS1 oncogene-like	1135	7	0	0	1	0	0	0	1	1	1	1.577828e-01	NaN	NaN	1.577828e-01	1
1337	TIMM22	translocase of inner mitochondrial membrane 22 homolog (yeast)	599	1	0	0	1	0	0	0	1	1	1	1.577930e-01	NaN	NaN	1.577930e-01	1
1338	SERPING1	serpin peptidase inhibitor, clade G (C1 inhibitor), member 1, (angioedema, hereditary)	1533	13	0	0	1	0	0	0	1	1	1	1.578278e-01	NaN	NaN	1.578278e-01	1
1339	C3orf17	chromosome 3 open reading frame 17	1738	29	0	0	0	0	0	1	1	1	1	1.580431e-01	NaN	NaN	1.580431e-01	1
1340	UBE2A	ubiquitin-conjugating enzyme E2A (RAD6 homolog)	479	86	0	0	1	0	0	0	1	1	1	1.580578e-01	NaN	NaN	1.580578e-01	1
1341	FAM134C	family with sequence similarity 134, member C	1783	11	0	0	1	0	0	0	1	1	1	1.581347e-01	NaN	NaN	1.581347e-01	1
1342	C10orf47	chromosome 10 open reading frame 47	1320	66	0	0	1	0	0	0	1	1	1	1.582267e-01	NaN	NaN	1.582267e-01	1
1343	GPR179	G protein-coupled receptor 179	7146	7	0	1	4	1	0	0	5	5	5	5.703231e-02	1	5.640000e-01	1.582763e-01	1
1344	FBXW12	F-box and WD repeat domain containing 12	1475	9	0	0	0	0	0	1	1	1	1	1.583044e-01	NaN	NaN	1.583044e-01	1
1345	RHO	rhodopsin	1065	68	0	0	1	0	0	0	1	1	1	1.584104e-01	NaN	NaN	1.584104e-01	1
1346	MINPP1	multiple inositol polyphosphate histidine phosphatase, 1	1516	32	0	0	2	0	0	0	2	2	2	3.687544e-02	1	8.840000e-01	1.585721e-01	1
1347	RBM42	RNA binding motif protein 42	1481	29	0	0	1	0	0	0	1	1	1	1.586440e-01	NaN	NaN	1.586440e-01	1
1348	CEP70	centrosomal protein 70kDa	1858	29	0	0	1	0	0	0	1	1	1	1.586598e-01	NaN	NaN	1.586598e-01	1
1349	SLC35B2	solute carrier family 35, member B2	1703	35	0	0	0	1	0	0	1	1	1	1.586697e-01	NaN	NaN	1.586697e-01	1
1350	TRIP13	thyroid hormone receptor interactor 13	1349	9	0	0	0	0	0	2	2	1	2	1.587467e-01	NaN	NaN	1.587467e-01	1
1351	SKA1	spindle and kinetochore associated complex subunit 1	792	22	0	0	1	0	0	0	1	1	1	1.587488e-01	NaN	NaN	1.587488e-01	1
1352	RLF	rearranged L-myc fusion	5775	9	0	0	0	1	0	1	2	2	2	5.738356e-02	1	3.550000e-01	1.588346e-01	1
1353	RPL27	ribosomal protein L27	429	120	0	0	1	0	0	0	1	1	1	1.588435e-01	NaN	NaN	1.588435e-01	1
1354	DNASE2B	deoxyribonuclease II beta	1110	167	0	0	2	0	0	0	2	2	2	3.695833e-02	1	7.390000e-01	1.588456e-01	1
1355	PDK2	pyruvate dehydrogenase kinase, isozyme 2	1264	47	0	0	1	0	0	0	1	1	1	1.591906e-01	NaN	NaN	1.591906e-01	1
1356	WRAP53	WD repeat containing, antisense to TP53	1692	65	0	1	1	0	0	0	1	1	1	1.592362e-01	NaN	NaN	1.592362e-01	1
1357	RFPL2	ret finger protein-like 2	1233	31	0	0	1	0	0	0	1	1	1	1.594600e-01	NaN	NaN	1.594600e-01	1
1358	ZFP57	zinc finger protein 57 homolog (mouse)	1626	25	0	0	1	0	0	0	1	1	1	1.594778e-01	NaN	NaN	1.594778e-01	1
1359	BVES	blood vessel epicardial substance	1111	24	0	0	1	0	0	0	1	1	1	1.595936e-01	NaN	NaN	1.595936e-01	1
1360	STYXL1	serine/threonine/tyrosine interacting-like 1	974	21	0	0	1	0	0	0	1	1	1	1.596663e-01	NaN	NaN	1.596663e-01	1
1361	TEKT1	tektin 1	1287	21	0	0	1	0	0	0	1	1	1	1.597286e-01	NaN	NaN	1.597286e-01	1
1362	AGAP3	ArfGAP with GTPase domain, ankyrin repeat and PH domain 3	2871	8	0	0	2	0	0	0	2	2	2	2.954788e-01	1	4.200000e-02	1.597416e-01	1
1363	CA8	carbonic anhydrase VIII	905	99	0	0	1	1	0	0	2	2	2	3.723838e-02	1	7.970000e-01	1.597681e-01	1
1364	SLC4A2	solute carrier family 4, anion exchanger, member 2 (erythrocyte membrane protein band 3-like 1)	3856	16	0	0	0	0	0	1	1	1	1	1.598610e-01	NaN	NaN	1.598610e-01	1
1365	STX10	syntaxin 10	777	63	0	0	1	0	0	0	1	1	1	1.599280e-01	NaN	NaN	1.599280e-01	1
1366	MDFIC	MyoD family inhibitor domain containing	1124	94	0	0	2	0	0	0	2	2	2	3.731311e-02	1	8.780000e-01	1.600139e-01	1
1367	C1orf187	chromosome 1 open reading frame 187	1074	37	0	0	1	0	0	0	1	1	1	1.601965e-01	NaN	NaN	1.601965e-01	1
1368	MRGPRD	MAS-related GPR, member D	965	62	0	0	2	0	0	0	2	2	2	3.744837e-02	1	8.970000e-01	1.604585e-01	1
1369	UPF3A	UPF3 regulator of nonsense transcripts homolog A (yeast)	1469	76	0	0	0	0	0	1	1	1	1	1.605058e-01	NaN	NaN	1.605058e-01	1
1370	KIF21B	kinesin family member 21B	5007	10	0	2	6	0	0	0	6	5	6	2.286234e-01	1	1.420000e-01	1.606091e-01	1
1371	ARMCX5	armadillo repeat containing, X-linked 5	1677	8	0	0	2	0	0	0	2	2	2	3.749735e-02	1	6.550000e-01	1.606193e-01	1
1372	IL2RG	interleukin 2 receptor, gamma (severe combined immunodeficiency)	1140	6	0	0	1	0	0	0	1	1	1	1.608704e-01	NaN	NaN	1.608704e-01	1
1373	TBX10	T-box 10	1188	40	0	0	2	0	0	0	2	2	2	3.765912e-02	1	9.440000e-01	1.611501e-01	1
1374	PRND	prion protein 2 (dublet)	535	102	0	0	1	0	0	0	1	1	1	1.611839e-01	NaN	NaN	1.611839e-01	1
1375	NCOA6	nuclear receptor coactivator 6	6244	8	0	0	4	0	0	0	4	4	4	6.580873e-02	1	4.710000e-01	1.613117e-01	1
1376	BRP44L	brain protein 44-like	341	269	0	0	1	0	0	0	1	1	1	1.614810e-01	NaN	NaN	1.614810e-01	1
1377	PLCXD2	phosphatidylinositol-specific phospholipase C, X domain containing 2	1215	52	0	0	1	0	0	0	1	1	1	1.615216e-01	NaN	NaN	1.615216e-01	1
1378	EYA4	eyes absent homolog 4 (Drosophila)	2101	6	0	0	1	0	0	0	1	1	1	1.615707e-01	NaN	NaN	1.615707e-01	1
1379	RAB8A	RAB8A, member RAS oncogene family	652	60	0	0	1	0	0	0	1	1	1	1.615862e-01	NaN	NaN	1.615862e-01	1
1380	UST	uronyl-2-sulfotransferase	1249	12	0	0	1	0	0	0	1	1	1	1.616988e-01	NaN	NaN	1.616988e-01	1
1381	PPP1R15A	protein phosphatase 1, regulatory (inhibitor) subunit 15A	2035	83	0	0	2	0	0	0	2	2	2	6.756472e-02	1	3.660000e-01	1.617306e-01	1
1382	PGC	progastricsin (pepsinogen C)	1508	49	0	0	0	0	0	1	1	1	1	1.618835e-01	NaN	NaN	1.618835e-01	1
1383	ECD	ecdysoneless homolog (Drosophila)	2092	73	0	0	1	0	0	0	1	1	1	1.619845e-01	NaN	NaN	1.619845e-01	1
1384	PGAP3	post-GPI attachment to proteins 3	993	26	1	0	2	0	0	0	2	2	2	1.129709e-01	1	2.140000e-01	1.621298e-01	1
1385	FOXI1	forkhead box I1	1143	7	0	0	1	0	0	0	1	1	1	1.621711e-01	NaN	NaN	1.621711e-01	1
1386	DDX59	DEAD (Asp-Glu-Ala-Asp) box polypeptide 59	1888	4	0	0	1	0	0	0	1	1	1	1.622219e-01	NaN	NaN	1.622219e-01	1
1387	RNF8	ring finger protein 8	1580	41	0	1	1	0	0	0	1	1	1	1.622607e-01	NaN	NaN	1.622607e-01	1
1388	PBRM1	polybromo 1	5447	97	0	1	0	1	0	0	1	1	1	1.623132e-01	NaN	NaN	1.623132e-01	1
1389	PVRL4	poliovirus receptor-related 4	1565	44	0	0	2	0	0	0	2	2	2	3.802210e-02	1	3.290000e-01	1.623387e-01	1
1390	OPN1SW	opsin 1 (cone pigments), short-wave-sensitive	1065	85	0	0	1	0	0	0	1	1	1	1.624619e-01	NaN	NaN	1.624619e-01	1
1391	MPPE1	metallophosphoesterase 1	1227	17	0	1	1	0	0	0	1	1	1	1.624688e-01	NaN	NaN	1.624688e-01	1
1392	RFXANK	regulatory factor X-associated ankyrin-containing protein	817	20	0	0	1	0	0	0	1	1	1	1.625721e-01	NaN	NaN	1.625721e-01	1
1393	FCGR2B	Fc fragment of IgG, low affinity IIb, receptor (CD32)	963	83	0	0	1	0	0	0	1	1	1	1.626658e-01	NaN	NaN	1.626658e-01	1
1394	LRRC6	leucine rich repeat containing 6	1448	23	0	0	0	0	0	1	1	1	1	1.629185e-01	NaN	NaN	1.629185e-01	1
1395	BRCA1	breast cancer 1, early onset	5750	10	0	0	0	0	0	1	1	1	1	1.629921e-01	NaN	NaN	1.629921e-01	1
1396	ARMC6	armadillo repeat containing 6	1583	17	0	0	2	0	0	0	2	2	2	3.823596e-02	1	4.980000e-01	1.630373e-01	1
1397	TECTB	tectorin beta	1026	55	0	1	1	0	0	0	1	1	1	1.631553e-01	NaN	NaN	1.631553e-01	1
1398	NIPBL	Nipped-B homolog (Drosophila)	8642	44	0	2	3	2	0	0	5	4	5	3.830164e-02	1	5.950000e-01	1.632517e-01	1
1399	FBXO45	F-box protein 45	869	155	0	0	1	0	0	0	1	1	1	1.634112e-01	NaN	NaN	1.634112e-01	1
1400	ARMC3	armadillo repeat containing 3	2690	17	0	0	1	1	0	0	2	2	2	3.838983e-02	1	8.070000e-01	1.635393e-01	1
1401	SLC44A1	solute carrier family 44, member 1	2034	55	0	0	1	0	0	0	1	1	1	1.636896e-01	NaN	NaN	1.636896e-01	1
1402	TSSC1	tumor suppressing subtransferable candidate 1	1196	43	0	0	1	0	0	0	1	1	1	1.638241e-01	NaN	NaN	1.638241e-01	1
1403	PHLDA2	pleckstrin homology-like domain, family A, member 2	465	17	0	0	2	0	0	0	2	2	2	3.848044e-02	1	4.020000e-01	1.638345e-01	1
1404	ARHGAP17	Rho GTPase activating protein 17	2724	11	0	2	0	1	0	0	1	1	1	1.639808e-01	NaN	NaN	1.639808e-01	1
1405	SPATA7	spermatogenesis associated 7	1846	43	0	0	1	0	0	0	1	1	1	1.642704e-01	NaN	NaN	1.642704e-01	1
1406	XKR7	XK, Kell blood group complex subunit-related family, member 7	1748	24	0	0	1	0	0	0	1	1	1	1.643889e-01	NaN	NaN	1.643889e-01	1
1407	ACAN	aggrecan	7661	7	0	1	4	0	0	0	4	4	4	3.142868e-01	1	1.200000e-01	1.644102e-01	1
1408	GFRA3	GDNF family receptor alpha 3	1231	112	0	0	1	0	0	0	1	1	1	1.644432e-01	NaN	NaN	1.644432e-01	1
1409	NLRP6	NLR family, pyrin domain containing 6	2706	44	0	0	0	1	0	0	1	1	1	1.645272e-01	NaN	NaN	1.645272e-01	1
1410	ZNF532	zinc finger protein 532	3938	39	0	0	1	0	0	1	2	2	2	6.257480e-02	1	5.370000e-01	1.650657e-01	1
1411	HM13	histocompatibility (minor) 13	1400	73	0	0	1	0	0	0	1	1	1	1.651212e-01	NaN	NaN	1.651212e-01	1
1412	TOP1MT	topoisomerase (DNA) I, mitochondrial	1862	10	0	0	1	0	0	0	1	1	1	1.651920e-01	NaN	NaN	1.651920e-01	1
1413	C2orf56	chromosome 2 open reading frame 56	1932	79	0	0	1	0	0	0	1	1	1	1.651958e-01	NaN	NaN	1.651958e-01	1
1414	KCTD16	potassium channel tetramerisation domain containing 16	1407	1	0	0	1	1	0	0	2	2	2	7.908171e-02	1	4.670000e-01	1.652256e-01	1
1415	RPL28	ribosomal protein L28	848	89	0	0	1	0	0	0	1	1	1	1.653860e-01	NaN	NaN	1.653860e-01	1
1416	DNAJC28	DnaJ (Hsp40) homolog, subfamily C, member 28	1171	43	0	0	1	0	0	0	1	1	1	1.655149e-01	NaN	NaN	1.655149e-01	1
1417	STX2	syntaxin 2	987	22	1	0	1	0	0	0	1	1	1	1.655829e-01	NaN	NaN	1.655829e-01	1
1418	TCEA2	transcription elongation factor A (SII), 2	936	35	0	0	1	0	0	0	1	1	1	1.655930e-01	NaN	NaN	1.655930e-01	1
1419	ADCY5	adenylate cyclase 5	3868	4	1	0	4	0	0	0	4	4	4	3.335347e-01	1	7.100000e-02	1.656000e-01	1
1420	C10orf18	chromosome 10 open reading frame 18	7365	13	0	0	1	1	0	0	2	2	2	8.418966e-02	1	4.640000e-01	1.657311e-01	1
1421	SEPHS1	selenophosphate synthetase 1	1211	24	0	0	1	0	0	0	1	1	1	1.657484e-01	NaN	NaN	1.657484e-01	1
1422	SGCA	sarcoglycan, alpha (50kDa dystrophin-associated glycoprotein)	1202	39	0	0	1	0	0	0	1	1	1	1.659723e-01	NaN	NaN	1.659723e-01	1
1423	KCNIP4	Kv channel interacting protein 4	917	41	0	0	1	0	0	0	1	1	1	1.660546e-01	NaN	NaN	1.660546e-01	1
1424	FNBP1L	formin binding protein 1-like	1900	30	0	0	0	0	0	1	1	1	1	1.661053e-01	NaN	NaN	1.661053e-01	1
1425	PTGS2	prostaglandin-endoperoxide synthase 2 (prostaglandin G/H synthase and cyclooxygenase)	1851	26	0	0	2	0	0	0	2	2	2	3.922632e-02	1	3.660000e-01	1.662571e-01	1
1426	C6orf47	chromosome 6 open reading frame 47	1293	46	0	0	2	0	0	0	2	2	2	3.924938e-02	1	4.760000e-01	1.663318e-01	1
1427	DUSP10	dual specificity phosphatase 10	1461	17	0	0	2	0	0	0	2	2	2	3.925340e-02	1	8.780000e-01	1.663448e-01	1
1428	NPTX2	neuronal pentraxin II	1312	69	0	0	1	0	0	0	1	1	1	1.663497e-01	NaN	NaN	1.663497e-01	1
1429	NHP2	NHP2 ribonucleoprotein homolog (yeast)	474	136	0	0	1	0	0	0	1	1	1	1.665937e-01	NaN	NaN	1.665937e-01	1
1430	KTI12	KTI12 homolog, chromatin associated (S. cerevisiae)	1067	98	0	0	1	0	0	0	1	1	1	1.666028e-01	NaN	NaN	1.666028e-01	1
1431	HMGN1	high-mobility group nucleosome binding domain 1	323	111	0	0	1	0	0	0	1	1	1	1.666150e-01	NaN	NaN	1.666150e-01	1
1432	NAT8	N-acetyltransferase 8	688	32	0	0	1	0	0	0	1	1	1	1.669245e-01	NaN	NaN	1.669245e-01	1
1433	C17orf66	chromosome 17 open reading frame 66	1769	103	0	0	1	0	0	0	1	1	1	1.670098e-01	NaN	NaN	1.670098e-01	1
1434	DHDPSL		1958	30	0	0	0	1	0	0	1	1	1	1.673048e-01	NaN	NaN	1.673048e-01	1
1435	PSMD7	proteasome (prosome, macropain) 26S subunit, non-ATPase, 7	999	18	0	0	1	0	0	0	1	1	1	1.673968e-01	NaN	NaN	1.673968e-01	1
1436	UBXN1	UBX domain protein 1	967	24	0	1	1	0	0	0	1	1	1	1.674746e-01	NaN	NaN	1.674746e-01	1
1437	OR2T10	olfactory receptor, family 2, subfamily T, member 10	938	131	0	0	1	1	0	0	2	2	2	3.967577e-02	1	8.470000e-01	1.677101e-01	1
1438	RNF169	ring finger protein 169	2149	36	0	0	1	0	0	0	1	1	1	1.679311e-01	NaN	NaN	1.679311e-01	1
1439	UBL7	ubiquitin-like 7 (bone marrow stromal cell-derived)	1183	161	0	0	1	0	0	0	1	1	1	1.680606e-01	NaN	NaN	1.680606e-01	1
1440	OR4M1	olfactory receptor, family 4, subfamily M, member 1	941	24	0	0	1	0	0	0	1	1	1	1.680656e-01	NaN	NaN	1.680656e-01	1
1441	CD163L1	CD163 molecule-like 1	4440	14	0	1	5	0	0	0	5	5	5	9.085417e-02	1	4.090000e-01	1.686772e-01	1
1442	ZNF500	zinc finger protein 500	1463	19	1	0	2	0	0	0	2	2	2	1.075057e-01	1	3.520000e-01	1.687297e-01	1
1443	TMEM100	transmembrane protein 100	409	11	0	0	1	0	0	0	1	1	1	1.688481e-01	NaN	NaN	1.688481e-01	1
1444	ZFAND2A	zinc finger, AN1-type domain 2A	454	122	0	0	1	0	0	0	1	1	1	1.689324e-01	NaN	NaN	1.689324e-01	1
1445	FKBP4	FK506 binding protein 4, 59kDa	1416	41	0	0	2	0	0	0	2	2	2	4.014471e-02	1	4.910000e-01	1.692206e-01	1
1446	IPO8	importin 8	3210	11	0	0	1	0	0	0	1	1	1	1.692207e-01	NaN	NaN	1.692207e-01	1
1447	CCL25	chemokine (C-C motif) ligand 25	469	27	0	0	1	0	0	0	1	1	1	1.692214e-01	NaN	NaN	1.692214e-01	1
1448	OR8K1	olfactory receptor, family 8, subfamily K, member 1	958	15	0	0	1	0	0	0	1	1	1	1.692242e-01	NaN	NaN	1.692242e-01	1
1449	KRT26	keratin 26	1437	195	0	0	1	0	0	0	1	1	1	1.693168e-01	NaN	NaN	1.693168e-01	1
1450	ZNF564	zinc finger protein 564	1674	144	0	0	1	0	0	0	1	1	1	1.693254e-01	NaN	NaN	1.693254e-01	1
1451	TRPT1	tRNA phosphotransferase 1	1215	29	0	0	1	0	0	0	1	1	1	1.695970e-01	NaN	NaN	1.695970e-01	1
1452	NCR1	natural cytotoxicity triggering receptor 1	941	22	0	0	1	0	0	0	1	1	1	1.696496e-01	NaN	NaN	1.696496e-01	1
1453	LBR	lamin B receptor	1900	64	0	0	1	0	0	0	1	1	1	1.696574e-01	NaN	NaN	1.696574e-01	1
1454	MDM2	Mdm2 p53 binding protein homolog (mouse)	1534	131	0	0	1	0	0	0	1	1	1	1.698080e-01	NaN	NaN	1.698080e-01	1
1455	KIF12	kinesin family member 12	1598	6	0	0	1	0	0	0	1	1	1	1.698188e-01	NaN	NaN	1.698188e-01	1
1456	KCNK18	potassium channel, subfamily K, member 18	1162	33	0	0	1	0	0	0	1	1	1	1.698453e-01	NaN	NaN	1.698453e-01	1
1457	EML4	echinoderm microtubule associated protein like 4	3034	14	0	0	1	0	0	0	1	1	1	1.699348e-01	NaN	NaN	1.699348e-01	1
1458	SLC16A6	solute carrier family 16, member 6 (monocarboxylic acid transporter 7)	1592	41	0	0	0	0	0	1	1	1	1	1.700487e-01	NaN	NaN	1.700487e-01	1
1459	CCDC111	coiled-coil domain containing 111	1731	13	0	0	1	0	0	0	1	1	1	1.701163e-01	NaN	NaN	1.701163e-01	1
1460	SURF1	surfeit 1	965	154	0	0	1	0	0	0	1	1	1	1.701385e-01	NaN	NaN	1.701385e-01	1
1461	PPID	peptidylprolyl isomerase D (cyclophilin D)	1149	24	0	0	1	0	0	0	1	1	1	1.702882e-01	NaN	NaN	1.702882e-01	1
1462	PRMT7	protein arginine methyltransferase 7	2345	21	2	0	2	0	0	0	2	2	2	2.277126e-01	1	8.300000e-02	1.704666e-01	1
1463	CLEC7A	C-type lectin domain family 7, member A	800	23	0	0	1	0	0	0	1	1	1	1.705822e-01	NaN	NaN	1.705822e-01	1
1464	CLEC4F	C-type lectin domain family 4, member F	1796	88	1	0	1	0	0	0	1	1	1	1.708257e-01	NaN	NaN	1.708257e-01	1
1465	SLC17A9	solute carrier family 17, member 9	1359	4	0	0	2	0	0	0	2	2	2	1.462147e-01	1	7.400000e-02	1.708346e-01	1
1466	DERL2	Der1-like domain family, member 2	1061	104	0	0	1	0	0	0	1	1	1	1.709035e-01	NaN	NaN	1.709035e-01	1
1467	ZNF689	zinc finger protein 689	1511	152	0	0	2	0	0	0	2	2	2	7.993449e-02	1	4.530000e-01	1.709594e-01	1
1468	MBP	myelin basic protein	1045	15	0	0	0	1	0	0	1	1	1	1.709950e-01	NaN	NaN	1.709950e-01	1
1469	MICAL2	microtubule associated monoxygenase, calponin and LIM domain containing 2	3479	7	0	0	1	0	0	0	1	1	1	1.709972e-01	NaN	NaN	1.709972e-01	1
1470	MLL	myeloid/lymphoid or mixed-lineage leukemia (trithorax homolog, Drosophila)	12052	1	0	0	3	0	0	2	5	5	5	4.072614e-02	1	7.930000e-01	1.710858e-01	1
1471	TET3	tet oncogene family member 3	5015	43	0	1	2	0	1	0	3	3	3	4.072896e-02	1	9.850000e-01	1.710949e-01	1
1472	ZNF213	zinc finger protein 213	1399	2	0	1	0	0	0	1	1	1	1	1.711276e-01	NaN	NaN	1.711276e-01	1
1473	CYB5R1	cytochrome b5 reductase 1	952	34	0	0	1	0	0	0	1	1	1	1.712151e-01	NaN	NaN	1.712151e-01	1
1474	AFAP1L2	actin filament associated protein 1-like 2	2529	58	0	0	1	0	0	0	1	1	1	1.713047e-01	NaN	NaN	1.713047e-01	1
1475	GTF2B	general transcription factor IIB	975	66	0	0	1	0	0	0	1	1	1	1.714424e-01	NaN	NaN	1.714424e-01	1
1476	MSRA	methionine sulfoxide reductase A	743	58	0	0	1	0	0	0	1	1	1	1.715907e-01	NaN	NaN	1.715907e-01	1
1477	HIST1H3G	histone cluster 1, H3g	796	116	0	0	2	0	0	0	2	2	2	4.089069e-02	1	7.300000e-01	1.716122e-01	1
1478	SIRPG	signal-regulatory protein gamma	1186	87	0	0	1	0	0	0	1	1	1	1.716577e-01	NaN	NaN	1.716577e-01	1
1479	THOC1	THO complex 1	2056	10	0	0	1	0	0	0	1	1	1	1.717556e-01	NaN	NaN	1.717556e-01	1
1480	CCNT1	cyclin T1	2215	3	0	0	1	1	0	0	2	2	2	1.107055e-01	1	2.850000e-01	1.718371e-01	1
1481	C11orf67	chromosome 11 open reading frame 67	388	6	0	0	1	0	0	0	1	1	1	1.718683e-01	NaN	NaN	1.718683e-01	1
1482	FUCA2	fucosidase, alpha-L- 2, plasma	1430	79	0	0	1	0	0	0	1	1	1	1.719310e-01	NaN	NaN	1.719310e-01	1
1483	CUL7	cullin 7	5796	8	0	0	2	0	0	0	2	2	2	1.443609e-01	1	1.150000e-01	1.719567e-01	1
1484	TNNC2	troponin C type 2 (fast)	505	64	0	0	1	0	0	0	1	1	1	1.720149e-01	NaN	NaN	1.720149e-01	1
1485	FOXN1	forkhead box N1	1977	34	0	1	3	0	0	0	3	3	3	4.105527e-02	1	4.900000e-01	1.721380e-01	1
1486	UEVLD	UEV and lactate/malate dehyrogenase domains	1462	87	0	0	1	0	0	0	1	1	1	1.721610e-01	NaN	NaN	1.721610e-01	1
1487	PKNOX1	PBX/knotted 1 homeobox 1	1351	26	0	0	1	0	0	0	1	1	1	1.721880e-01	NaN	NaN	1.721880e-01	1
1488	UBXN4	UBX domain protein 4	1575	113	0	0	1	0	0	0	1	1	1	1.724289e-01	NaN	NaN	1.724289e-01	1
1489	SLC2A2	solute carrier family 2 (facilitated glucose transporter), member 2	1615	26	0	0	1	0	0	0	1	1	1	1.724608e-01	NaN	NaN	1.724608e-01	1
1490	MUC4	mucin 4, cell surface associated	6356	12	0	0	5	1	0	0	6	5	6	4.117585e-02	1	7.610000e-01	1.725228e-01	1
1491	KRT74	keratin 74	1624	3	0	0	1	0	0	0	1	1	1	1.726765e-01	NaN	NaN	1.726765e-01	1
1492	SPIN4	spindlin family, member 4	750	14	0	0	1	0	0	0	1	1	1	1.727941e-01	NaN	NaN	1.727941e-01	1
1493	GHSR	growth hormone secretagogue receptor	1180	97	0	0	1	0	0	0	1	1	1	1.728110e-01	NaN	NaN	1.728110e-01	1
1494	CCR9	chemokine (C-C motif) receptor 9	1118	21	0	0	1	0	0	0	1	1	1	1.729072e-01	NaN	NaN	1.729072e-01	1
1495	RBM27	RNA binding motif protein 27	3263	26	0	0	1	0	0	0	1	1	1	1.730875e-01	NaN	NaN	1.730875e-01	1
1496	C16orf79	chromosome 16 open reading frame 79	889	121	0	0	1	0	0	0	1	1	1	1.730883e-01	NaN	NaN	1.730883e-01	1
1497	CEP97	centrosomal protein 97kDa	2640	8	0	0	1	0	0	0	1	1	1	1.731078e-01	NaN	NaN	1.731078e-01	1
1498	FMNL1	formin-like 1	3407	45	1	1	0	1	0	0	1	1	1	1.731310e-01	NaN	NaN	1.731310e-01	1
1499	PPP4R1	protein phosphatase 4, regulatory subunit 1	2929	14	0	0	2	0	0	0	2	2	2	1.236411e-01	1	1.730000e-01	1.733002e-01	1
1500	GPATCH4	G patch domain containing 4	1176	5	1	0	1	0	0	0	1	1	1	1.733211e-01	NaN	NaN	1.733211e-01	1
1501	ACER3	alkaline ceramidase 3	844	9	0	0	1	0	0	0	1	1	1	1.733964e-01	NaN	NaN	1.733964e-01	1
